restaurant_id,x,y,rating,cost,cuisine,c_16,c_17,c_18,c_19,c_20,c_21,c_22,c_23,c_24,c_25,c_26,c_27,c_28,c_29,c_30,c_31,c_32,c_33,c_34,c_35,d_36,d_37,d_38,d_39,d_40,d_41,d_42,d_43,d_44,d_45,d_46,d_47,d_48,d_49,d_50,Chinese,Ethiopian,French,Indian,Japanese,Korean,Lebanese,Mexican
13,39.36349149436049,89.61450048806353,4.5660029294815105,19.917981155545576,Korean,0.5611921760332811,1.4913463909798137,0.21791062571274264,2.7788583702850356,-0.021260092577540742,-1.2151688010922146,1.1040395693782925,0.7121205201183816,3.3295249936239806,-0.39625894574730736,-0.867102713802911,1.291148631300708,0.09314813825179927,2.9530259553390814,0.2036996258009348,-0.030735964536715614,0.868030717142485,0.24891434535284873,4.016946519540458,0.352236540201965,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,False,False,False,False,False,True,False,False
14,34.54616119978671,98.47494372852714,5.0,26.719475124332256,Chinese,-1.3055485097805806,0.2470444410184548,0.10834814445923074,3.624030925887404,0.508130863374864,1.3423563714379816,0.49186037215315787,0.27717993628571214,2.2898038064983375,0.06711483302516137,1.0318233236208012,2.9319449578248173,0.400493943123976,4.368831966403378,0.26429390072066705,0.9282283979529333,0.747258566153668,0.26346728479230047,2.083305530529122,-0.4543196887554033,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,True,False,False,False,False,False,False,False
15,2.87320489632954,35.168473627012006,4.3446152235991145,24.13882732056724,Japanese,-1.1194752615996189,1.7666865864979593,0.31506633175797966,2.7938777671167094,0.5816106075557439,-0.12214978766832274,0.7059043420082571,0.20741616772461086,3.0289278274146265,0.16688334438769983,-0.028571891322078023,0.6939052235105589,0.5633644570308145,4.1376437379193955,0.15224116192227477,0.4260952912639316,0.19786654393544076,0.245857936902316,1.8562357246032086,0.2628666213320088,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,False,False,False,False,True,False,False,False
16,38.0958889203853,76.416013136596,5.0,22.956008499149515,Chinese,0.7368373912295207,1.1912973509434588,0.4967499647448895,4.863132563771008,-0.3729587630498075,1.012515476977173,1.0733268739807884,0.06781622085065721,3.0491404171348235,0.2765499500169349,0.055998425331359,1.2270272579523154,0.19306925749538925,3.1494694116005184,-0.21268683965958246,0.06839832720932985,0.556570503553695,0.13878167705756153,1.6756485827648628,-0.17703899726616895,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,True,False,False,False,False,False,False,False
17,93.88039133107718,31.968979646702767,3.279423062866649,32.555592398164585,Korean,1.5746340731042836,1.8081020552713363,0.2502219068075404,1.882673643024205,-0.18658522508708505,-0.9138691467058685,1.6777093723047363,0.37783825111399716,2.587239557742055,0.25522963894080264,1.47426087046526,1.7402824718400078,0.45938645303642317,2.3669879619884515,-0.25553038606147765,0.9779098842154663,0.9043098855572415,0.25510190690682405,3.407772131722699,-0.5661110129924155,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,False,False,False,False,False,True,False,False
18,43.24759327904159,27.01457415914653,3.8902999916975958,22.014817580290128,Chinese,-0.03107508846786004,0.8587060721667915,0.20475022500849366,3.4817711165086274,-0.16893801423636193,-1.029530207374499,0.7305798606337688,0.19278239123698895,2.973773405294886,-0.07857063897194101,1.207162255055118,1.025047678322435,0.48309356948021664,3.0758034024818564,0.003617139946852,1.8935652575563102,1.1636942664791807,0.49832867917813317,2.6499253744219926,0.02502119472733037,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,True,False,False,False,False,False,False,False
19,80.10558863263945,63.82388061231213,5.0,21.92561613267214,Lebanese,-0.6834466274652374,0.5134628255986584,0.18194547219747007,4.176892449300154,-0.17404668869038034,1.2097964496316869,0.8281918364936816,0.4062463517378158,2.621819330420247,0.23683506941327997,-1.9349038097317328,0.41639718509733203,0.350528073208939,2.8897804408377916,-0.34784346222209533,-1.1032733231830005,0.695763342487188,0.32871001975487235,3.9851338579286657,-0.20751948183883995,0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,False,False,False,False,False,False,True,False
20,6.869013345815722,60.36444763691112,4.540216933945748,22.1701936884075,French,1.095629698519445,0.7337848814387506,0.17945285761457064,3.0469279299317074,0.4598364145687398,0.5018723037790331,3.743040960540874,0.2762294394740921,3.1005847703431595,-0.404207564554561,-0.9982164731031379,1.126732828110009,0.0947015553275664,3.3135874971037187,0.19843600407176626,1.8090712158459654,0.5765626917136927,0.27535266724409774,4.100639548313676,0.3572267578219658,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,False,False,True,False,False,False,False,False
21,79.55745584289767,3.2008156425796797,4.025566493573359,32.733980188914664,Indian,-0.309576637220662,0.7570768175154986,0.38202374312091275,3.8582347742870047,-0.01745905098167509,0.13884617715623349,0.579468466099304,0.3603746318396143,2.424986828768308,0.21889141197087056,-0.044828913069696545,2.0724836687175134,0.44275421064821036,3.9849244231963437,0.08050403366868007,0.30132435737320606,0.7543458146748181,0.09746085560721805,3.617288345494332,0.08967888388676226,0,0,1,1,1,0,0,1,1,0,1,0,1,1,1,False,False,False,True,False,False,False,False
22,45.544782210593304,79.01725413382856,4.734516717037986,21.869499412522515,Chinese,0.7257522247990231,1.432219652846189,0.4206611252135406,3.050758718473528,0.004128888155778965,0.6407611133416717,0.897195310407575,0.20529062349944874,2.129379204259003,-0.2872526784533525,0.08863083294961191,1.9934633807520181,0.541672174529972,2.5511605489480123,-0.07138594131445762,-0.5098538437413394,1.7959104916384134,0.3460250714544814,3.5847274955769968,0.08448264663076123,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,True,False,False,False,False,False,False,False
23,98.85965181137293,58.39645435009667,4.304407573152193,10.0,French,1.5490716333717869,0.8297421041318178,0.22532868709713888,4.0106998122246695,0.14577668935833912,0.5273326651106617,0.5777328357628589,0.12450057271845849,2.7958256617098214,0.11146393997324461,2.893818844058585,2.1896509626515774,0.5061266339113422,3.613608081491467,-0.29059566674236814,-1.1895868913134073,3.698097110104061,0.04070228034568889,2.266566705055507,-0.03510976511555138,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,False,False,True,False,False,False,False,False
24,3.8912297642321847,44.642290751790256,4.413093989790326,19.865159921813238,Ethiopian,0.6300798224934151,1.2829916619880588,0.25504125004894956,3.0801835952720085,0.2566836481597176,-1.1543602352166882,1.0274520514525467,0.4878924710076415,3.5063688621813527,-0.10921043465416655,-2.161500939381575,0.7204828523699461,0.15911819058388957,3.100722052956451,0.08290555564455669,0.07586340964335998,0.9778857687559573,0.15921223615106778,2.729050981190623,-0.08295163956407185,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,False,True,False,False,False,False,False,False
25,18.817251529331426,62.70556468552484,3.715808433323117,19.74317664041755,Indian,0.07349323700188944,1.3378976845497876,0.39305987914104235,4.523350502655353,0.07626876953875057,-2.213333479396823,1.6785937481072912,0.24549599789703608,4.051119097046605,-0.009156870334156367,0.5540267483635144,0.8016392163057708,0.3558571121189362,2.54378010202859,0.03306550343748627,0.280301503696181,0.9233150050324194,0.2091446711631584,3.2837534411379226,-0.1647885010822666,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,False,False,False,True,False,False,False,False
26,21.53177994727462,15.09701076574964,4.167021600981776,23.521179948837563,Lebanese,0.7322713538852552,2.3478940513618536,0.23142942797037747,1.8505759479974053,0.19003863531485982,-1.6817565103951275,1.68732262749903,0.42146614400120086,2.4748616622917736,0.0961650118141255,-0.10298535230992378,1.9821818359591428,0.3115273561460592,1.9126606815167642,0.10080079940263792,-0.09995478463565734,1.3024994699933823,0.13180395496458913,2.8270070572147388,0.3852121297522331,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,False,False,False,False,False,False,True,False
27,53.61443066795745,10.038679422454933,4.2627288607747555,19.947584045378576,Chinese,-0.6425753924333545,0.30384403990523384,0.11475773452535376,3.7462751216256773,-0.3375523685717833,-1.7880942510621582,1.3119299507908304,0.10823272896827237,4.00156919081185,-0.48451895803725437,1.2311482311649578,8.209733332005012,0.03349423802526443,2.655063799242376,0.0856556974157823,-1.0993820160576098,0.25352548213538684,0.3787444963000416,3.0333643259225846,0.5467105544315901,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,True,False,False,False,False,False,False,False
28,73.11584319806627,93.96510394411747,3.601420186816405,15.902077376578001,Indian,-0.17809317531243013,0.786309692997427,0.36880723617365346,2.720449366065894,0.10423107793053231,-2.218534945031401,2.191293265730762,0.6871310157382481,4.198679524187888,0.045478138421406966,-0.6863435723000249,0.9441721056441448,0.3320071730730117,3.460358535870695,-0.5614730736614143,0.4427161758329611,2.195118805534259,0.7148319766626159,4.405251394646867,0.027279561662183906,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,False,False,False,True,False,False,False,False
29,94.33181844632018,37.47385050177762,2.326578581167626,14.429840745736247,Korean,-0.5739545594102071,1.5151060545245645,0.1929965271716733,2.7832510500266205,-0.16916318172035164,-0.6474307801655981,1.0199349774175273,0.27536254453725956,1.0,-0.08243775819088417,-0.9990068933102271,0.8299844913753799,0.4302210194363925,4.559079931715842,0.042345888841763775,-0.11899197539989236,1.1019524403146823,0.3276889152176933,4.015348576215315,0.15171143498098877,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,False,False,False,False,False,True,False,False
30,59.57502458740258,66.19827122744677,3.933929807502775,19.15859396425951,Lebanese,-0.20437531566217204,1.5178950854658473,0.15740171023349936,3.588692340246842,0.062107273767791876,-0.528404320814362,1.5196216994016438,0.177254889730261,2.4551778265739297,-0.2801021008299181,-0.2360091148413162,0.8015619931447779,0.1777194431059098,3.1352540969947396,-0.1316495657911494,-0.39298264294093704,0.5922600576565942,0.6471476115614356,3.7604399229477368,-0.50922642713125,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,False,False,False,False,False,False,True,False
31,51.05804552532703,47.08925816438495,5.0,22.27763188971015,Japanese,-0.4864951001088207,0.7176903225439366,0.69298257075874,2.6132021575518327,0.4576907081196249,-0.03920917482874638,0.5605986441169477,0.1853989899582802,3.9202976173617445,0.06016965214762186,0.7769225734095037,0.5908641120874,0.11219652579604211,3.0043905788943546,-0.12292461880266493,0.3988036918588225,1.9333133749056148,0.10429200311560692,4.694450780483627,-0.2096044911694552,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,False,False,False,False,True,False,False,False
32,0.8872285585150852,6.789640356536919,1.8623119966624477,27.609514352353763,Chinese,-0.18577532395900828,0.8577163830995554,0.200386477520082,2.580276499288733,0.18292877868384455,0.214975948415751,1.8908599758277163,0.32692433111864533,2.290812123291248,-0.037776303508680796,-0.4033103381953291,0.7387441350847541,0.3043185922611485,4.505726908252618,-0.21439812803182762,-0.203189986249243,4.645150911731065,0.3415322015116155,3.573169976867023,0.3911115700725369,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,True,False,False,False,False,False,False,False
33,43.48162283835888,43.149363088036075,3.269376575530603,27.83611342189221,French,-0.38053641675867705,0.9509164634575684,0.35489393253081297,3.5904311860172218,0.046380223056887895,-0.3843588025535037,0.7030516091675744,0.24841402563171816,4.0730409767726385,0.08237076515298997,-1.3271108152798239,0.2363997078747161,0.06945047108733227,2.5907053278529406,-0.01749547293371683,0.6556357527442801,0.60037915903858,0.5537005537983487,4.79965680684331,0.38463533598789934,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,False,False,True,False,False,False,False,False
34,18.588368551977098,52.970531670190454,3.818148514204337,17.87705640733532,Lebanese,0.0889776353222905,1.0888376113086808,0.5331395127180895,2.213575120894166,0.45516349743707474,-0.2539040780918864,2.2134282768925733,0.5278365897687115,3.352651244836145,0.18873855605343565,1.1953447501978993,1.936116164990964,0.33455290572034996,2.922538461954391,-0.5372010523279598,0.935878292774639,1.0509374487631402,0.2181054020585254,2.066141636278461,-0.06843070965925704,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,False,False,False,False,False,False,True,False
35,59.90862529401394,72.09244666875834,4.215452301568815,17.580227001902106,Japanese,0.06367166142477786,0.7185049722749907,0.2118946913146512,2.914501567763834,0.599734960788509,0.07325207460394176,0.5445495773695271,0.07917011705003332,2.1165194366786575,-0.21517264291782154,1.2930080686970646,1.4500620903914485,0.25617419042842515,3.121361572658927,0.025391845483657905,-1.3262993157802843,1.6572456620612763,0.4612335270276115,3.55896271965494,0.4121479384815399,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,False,False,False,False,True,False,False,False
36,30.639585663923352,40.43954647747654,4.904369005421347,20.099422162504464,Indian,0.29634710809428044,0.685357595546026,0.5212733921267303,3.954842218266589,0.24278206242553055,-0.9972038374246764,1.23003094373286,0.10797583595016647,3.253621337272024,-0.007514646872122143,0.6033558196228644,0.404148665067818,0.2054951489889448,3.0137273178462114,0.043350849337635534,0.316080493235928,1.5029887716284893,0.06032744544812211,3.164509173222416,0.1638997356235644,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,False,False,False,True,False,False,False,False
37,82.27824204975265,58.71303512352972,4.8339179579711695,10.0,Lebanese,1.4027711194838541,0.5156389527106998,0.15420970591611485,2.4468639653613606,-0.14870457879698865,-0.7138562876067133,1.218271820649676,0.3166607615869733,3.7845142599772092,0.27239789034396905,-2.073863733558519,0.9418636145801509,0.5398073966336332,3.0857252564185114,0.21056935648271385,-1.0170323204740266,1.946845366663876,0.13649542180135857,1.4817010318591788,-0.37151842855448314,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,False,False,False,False,False,False,True,False
38,70.65155434054563,51.058224668218244,5.0,26.10013435576522,Mexican,-1.5468625676023853,0.803218072211418,0.13786135471016658,4.097127830811353,0.5035131085136122,0.03541634614048163,1.216176628340068,0.13662083655861298,3.0192579075882473,0.08732990308751971,0.1669856792370137,3.1725234114389576,0.12477144753706151,2.8387685596983925,0.3560654744813877,-0.25100551917856395,0.24614399385193184,0.3077224749660253,2.495934142907093,0.17780102850601331,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,False,False,False,False,False,False,False,True
39,83.00616609931176,72.0678011479822,5.0,14.010054723013948,Mexican,1.2956185848026505,2.3189921201011447,0.10083670430622486,2.2352081040880925,0.08070285163726043,-0.6779453651227033,0.9293736824326159,0.42482799588630366,3.254361539730458,0.10264271293648812,-1.6359981253471265,1.0423905000121991,0.3094591937174307,3.1462924748002843,-0.46714219293017595,-1.6558403832556055,0.8190040157622701,0.1953559031487855,2.46066368564507,-0.07467142681529217,1,0,0,1,1,0,0,1,1,1,1,0,1,1,1,False,False,False,False,False,False,False,True
40,86.62616828816473,20.340977215199054,3.4748379379797605,20.167081783741303,Mexican,-0.2372504457468327,0.5717094382648873,0.09421018526465673,3.306049534333193,-0.21184241312214142,-0.5718810615865102,2.6055317642286777,0.2879900401793107,4.031140867906797,0.41684405800770047,-1.0224624896144465,0.7886368121149987,0.2851680861011763,4.07225947762201,0.15559015996633044,0.17706125291395144,1.253318237999862,0.31849369447427467,2.9147493629234953,0.3670796190013078,0,0,1,1,1,0,1,1,1,0,0,0,1,0,1,False,False,False,False,False,False,False,True
41,29.85348512836252,47.58040220637739,3.9549941632980543,13.449340098770824,Indian,-1.2323462066022715,1.8001140294556595,0.2814516899307756,3.169008081488793,0.20433723037502036,-0.105862315332335,1.293269654684638,0.2229409621803999,2.7547033924826336,-0.6154970872233603,0.3859084896422046,0.8561713186040425,0.2754166601931943,2.91984514328967,0.12521735317597826,1.4885070760441852,1.4977625301694177,0.5356230614892153,2.5914633539553833,0.10368163570411663,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,False,False,False,True,False,False,False,False
42,49.360449792146795,60.76761307177876,3.6000779043147095,19.93091616166681,Japanese,-0.1724197671774095,3.235046473109001,0.3098274500717011,1.9617796079099084,-0.15337695422648687,1.3358313386717684,0.509008005372572,0.04131266417765292,3.7196835244908426,0.4614877977705533,-0.8186189105497101,1.2757851939011755,0.3394702780524487,3.8598177693528792,0.3128676900059946,-0.007548613436571811,0.4864370680903451,0.36465464231810957,2.0241127472858427,-0.2647977281156796,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,False,False,False,False,True,False,False,False
43,81.89355770325862,52.772383841991214,4.349135504768635,20.94153905463767,Lebanese,0.09183837492938327,1.1435740659717948,0.23497677748189302,3.7239058695486444,-0.13841756038998287,0.31866528801613553,0.7441877853505958,0.6146300927729753,1.2281178237955013,0.6756290217456805,1.309374431103439,0.625081823918339,0.41582913177823033,2.7956159016156814,0.38140169160557863,2.7719035264290484,0.9599774462480333,0.4392842307105593,3.548817062371364,0.6181543782315794,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,False,False,False,False,False,False,True,False
44,93.92041360238717,72.33834149872737,3.6993495624872477,15.824945038458813,Mexican,1.0675584570477854,4.169498789321562,0.5721237411387223,1.9343288666976186,-0.32133880251889485,-0.3375952500500365,2.1401113350867003,0.24332245677809664,1.4841754348490384,-0.14564084489443618,1.2074836008493521,1.0453806440585298,0.10276226126401439,1.785188946816489,-0.32036760418691995,1.4858161815367377,1.274306671194798,0.2604126421012483,2.795954850093648,-0.512545507943463,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,False,False,False,False,False,False,False,True
45,17.875701566786763,61.972541659590895,3.261550733718977,22.42811167438951,French,-1.0616344482718332,0.9326080895308695,0.2028449047313276,4.215401058792595,-0.2839433897080062,-0.5852682780074072,0.5919019352323933,0.23576164503219502,4.251171382165528,0.4778084011565058,0.5026762303502053,2.0947965301735483,0.13347488328572452,2.9251016349237684,-0.21519881556165205,-1.0296948110002657,0.36986491561795043,0.6420587595727985,1.7765139188390229,0.21371475108960722,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,False,False,True,False,False,False,False,False
46,56.228338396163345,76.34046146371463,5.0,19.105896203544887,Lebanese,0.21734820797221702,2.760018873746791,0.28453403397616317,4.324941700384189,0.2062906081104182,-0.1149199407897547,3.051301758317672,0.33901040815249267,2.766683913854472,0.1565553421088429,0.3345594784507165,1.0237082566101041,0.22503201577271462,3.7495730519132704,0.7600226647412948,0.24245295229992356,0.6978526817120523,0.19048266583255355,2.4654179671680567,-0.29071930822661163,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,False,False,False,False,False,False,True,False
47,80.66463352132259,29.86252025528,3.8797577265571093,23.774458066988647,Lebanese,0.11781950435342614,0.9884314703682258,0.20703157038860107,2.56275266579958,-0.7465885333085142,2.2418177943952333,0.8130319805125066,0.25318113280766974,2.085911617897627,-0.22884949758252834,-0.8401730797210776,0.4557013076187676,0.12487829073276692,2.5204072562371223,0.08277325565351595,-0.524844306391357,0.38079251239434025,0.1173463515529694,2.437304700079967,0.40164352649523155,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,False,False,False,False,False,False,True,False
48,13.838470671609027,63.53979141788637,3.489016195282013,15.763228470544634,Lebanese,-1.68411089296333,0.49199126337423005,0.33058726073159994,3.136561978614027,0.17427807325022526,-3.0,0.33698812933158573,0.14929737340280572,3.787424422912899,-0.09568416687457215,0.7470048862240545,0.5801375207051804,0.13553575690336667,3.8283045381725005,0.25900328971024467,1.0069681731717217,1.8097471765075976,0.48767103219063623,2.4599688298441387,-0.19055217818262765,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1,False,False,False,False,False,False,True,False
49,0.8308374432570376,78.85832644978893,4.659816264401712,19.070780730451247,Japanese,-1.1857552653505647,1.254331212352732,0.25609182923651436,2.92524776209207,0.24493594394443408,0.5351358932801163,1.733083272426817,0.2021528494883908,3.4480700601901573,0.38052245213225105,-0.13270446824461468,0.8854131522372044,0.23113624883875764,2.387152148937724,0.3139768816981282,0.44968590656912955,1.6508535138350418,0.15316396717404762,2.278372050192524,0.06288755328256236,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,False,False,False,False,True,False,False,False
50,50.207739263548845,99.7118661536522,3.0313290048364707,20.928032443419458,French,0.6001020056275471,3.158864823465617,0.36240162511046314,1.902925867679881,0.20558225669582783,0.23249043938376243,0.5867338268072521,0.2631828547761123,2.824052088805685,-0.02575107538465372,0.2965102178180126,0.666015751981734,0.10040237394221749,3.177633222120605,-0.7840098190641327,-0.6700014409343493,1.1910335044291733,0.141109254810909,3.102291967760574,-0.19965605910639958,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,False,False,True,False,False,False,False,False
