individual_id,user_x,user_y,gender,age,edu_secondary,edu_tertiary,income_k,logincome,risk,logit_0,cuisine
93,69.66751712197733,65.95330364691036,0,22.966253718903488,0,0,82.83439851802271,4.4168434161584,-0.5644781881593013,74,Chinese
94,93.68317314828191,4.588700038106131,1,37.75834891423721,0,0,81.4760611308496,4.400309248644332,-1.3437282791858145,21,Lebanese
95,77.79294710790687,13.228500126937337,1,43.46944547707457,0,0,69.46121314418761,4.24076851252747,1.1004662237925111,21,Lebanese
96,3.390113692277452,57.4376417480175,0,28.76836431247327,1,0,72.63458469299393,4.285441181582803,-2.082978487380076,60,Indian
97,45.41470544991215,60.14903128654261,0,21.880140270568603,1,0,81.49918183272979,4.400592981334216,0.1471434308739086,5,Indian
98,44.48424461611222,29.568017012848678,0,30.379332423006225,1,0,19.68262224286738,2.979736126796047,-0.06131452289868212,18,Lebanese
99,66.96659099145205,86.275375530252,1,26.298146503461453,0,0,109.75883876203635,4.698285584129666,-0.8245338512113886,8,Lebanese
100,44.48999564400494,10.433618010184809,1,23.039527936316226,0,0,20.393918769909924,3.015236756895459,0.34608465009933,74,Chinese
101,42.723398487998644,96.46226867250729,0,28.425489865433295,0,1,108.29494647435416,4.684858490631561,-1.3704116166512819,54,Ethiopian
102,52.090296053141074,23.044418822636214,1,25.43577690133533,0,0,71.76459223248106,4.2733912100240765,0.8915951643425252,56,Lebanese
103,49.3852087062693,16.623417494248326,1,55.00032455501539,0,1,57.163514231074586,4.045915831771437,0.35233007039567954,67,Korean
104,45.85448111652094,40.72805717198609,0,46.68133233423221,1,0,49.60997165382377,3.9041918549325034,0.07975125835137861,33,Japanese
105,10.922123808134254,72.14416175150325,0,30.69182622367341,0,1,69.48302332663879,4.2410824540508365,-0.22692133816061186,49,Mexican
106,43.26706823487635,89.83060440190965,0,50.22125201367471,0,0,25.90038921662956,3.2542579962616727,-1.1465553352325868,99,Korean
107,61.57433177169226,82.43426855482886,1,23.715900960588534,0,1,39.41183589373662,3.6740661745861534,0.49655099790294344,74,Chinese
108,82.30635908716684,87.7786420639377,1,35.94956782867208,0,1,37.86817194147346,3.634110968804384,0.3467588739899205,94,Ethiopian
109,81.95355363928105,21.640596441777305,1,45.392216221949035,0,1,46.80822040206909,3.846058837115874,1.4097464003554978,54,Ethiopian
110,59.00259355692281,46.364666113335694,1,18.0,0,1,63.470851066332365,4.150580762182826,0.3233392054419214,86,Ethiopian
111,59.061227495277,37.88744645388713,1,58.323597036925804,1,0,84.34433811263179,4.434907683000273,0.05090892740074201,86,Ethiopian
112,26.73427709692805,3.131322264454328,1,31.25877938070548,0,1,29.447492117029906,3.382608749155034,-0.07163877025183675,12,Korean
113,6.966078804508347,28.80406075881482,0,39.63023120353615,1,0,38.943622152270095,3.66211501442316,1.001985052355575,15,Mexican
114,93.82122175078372,64.75157597856395,0,24.33828429276796,0,0,75.49329405750888,4.324043831879865,0.2573168705206678,6,Mexican
115,57.694381321138934,56.327309208021525,0,39.77037708906166,0,1,79.78050210653345,4.3792791400966316,0.9332117984401186,5,Indian
116,92.42736204359935,13.235703472672588,1,43.11333948300692,0,1,127.46011942233187,4.847803526825391,1.4081942537594823,74,Chinese
117,61.50905759084665,16.664613974777275,1,62.02584870095443,1,0,99.48829733884307,4.600040022562403,-1.1162562357311758,56,Lebanese
118,49.559096202780395,43.84398422907431,0,27.18764490992476,0,0,41.605622373524,3.728235311344557,-0.47253293435818833,31,Mexican
119,78.47948836783806,0.20003779916726305,0,32.44778382689579,0,1,73.01949554974291,4.290726467818842,-0.39428480427801377,61,Mexican
120,34.17050371073809,70.13260003831306,0,31.55014258650741,0,1,41.48428799776104,3.7253147530850557,-2.149845825733016,5,Indian
121,3.627208826307049,44.74475252029225,1,34.16955594208989,0,0,53.097769953919816,3.9721349302646685,0.2834569428282553,66,Indian
122,49.82088133322494,47.45998117559609,0,18.0,0,0,75.08926078085685,4.318677549621424,0.9323040184137628,33,Japanese
123,47.30369008697197,26.170936661391398,0,23.95460310208412,0,1,33.26081027821329,3.504379835410707,-0.18313093304966366,21,Lebanese
124,14.425787245719924,42.42498434898667,1,46.41377910279103,0,0,69.1820522454343,4.236741468368732,-0.7651305678130289,98,Chinese
125,57.74376189695227,41.809885648496895,0,47.81460225698555,0,0,56.319919765731065,4.031048287234622,1.015472150221091,86,Ethiopian
126,38.29927777068445,30.264558722782443,0,36.67228662092028,1,0,47.970566638556235,3.870587627796849,-0.8032064279226733,54,Ethiopian
127,44.46516023998266,65.31430091352962,1,20.40199648177188,1,0,48.298761715596115,3.877405922971626,-2.979488795609105,12,Korean
128,13.55699312251345,16.585158894694786,1,34.96942000990923,1,0,29.96829233330283,3.400139900502754,-0.7418863505551209,9,Mexican
129,90.4729147448963,63.24185973878221,0,18.0,0,0,160.98148831777812,5.081289378981143,0.8437039974986921,21,Lebanese
130,23.59450512087128,35.01617907830295,1,19.29310183720779,0,0,50.65526503482718,3.925043174647262,1.8867153125356115,15,Mexican
131,10.48383363862625,43.60071587981417,0,48.83118279290548,0,1,63.3007284607066,4.147896837151948,-0.05479464860804036,36,Japanese
132,59.943588550549364,55.00006140657724,0,40.795913342503,0,0,49.740278232778174,3.906815032102641,-0.8081180694747501,3,Japanese
133,18.990240023866413,41.896609461095515,0,38.71241964557711,0,0,148.508599943988,5.000642868646642,0.6649616064264522,34,Ethiopian
134,58.42317350396533,1.1201849515934836,0,47.91954857174789,0,0,123.59718218559958,4.817027746912579,0.9733952414182154,3,Japanese
135,88.3413112246554,87.74072560850381,1,34.99445692557236,0,0,118.31260093819543,4.773330282118215,-1.377698868529103,3,Japanese
136,86.80355869592313,68.74858835366909,1,18.0,0,0,41.08458120185391,3.7156328978750435,0.600473965782507,73,Japanese
137,43.91328499001719,53.365610089985616,0,29.715286432565307,1,0,50.79892490603204,3.9278751910934053,0.14613658498586246,3,Japanese
138,10.96424212805126,38.19948972074185,0,64.4148182929287,1,0,52.429358543637,3.9594667119804554,-0.17160782015892465,99,Korean
139,24.178123426175123,93.5080673928699,0,42.59787589553706,1,0,48.9090151135831,3.8899617376399345,-0.08097416480772379,50,Ethiopian
140,74.7066333404668,11.311407613927615,0,33.60779301842076,1,0,32.28278317246775,3.4745340594021346,1.2880747088715936,29,Indian
141,21.680152910963514,99.45055254442498,1,29.66452176399034,1,0,55.311164964802046,4.012974786247297,-0.635530796472104,9,Mexican
142,98.76737262082787,84.17296240937162,1,40.21805946002871,0,1,38.87823707152626,3.6604346357536834,-0.6293912754234429,42,Mexican
143,94.09655725069327,16.315655430768572,0,27.469885092455968,1,0,31.864562911345566,3.4614945117836053,-0.2795598640768918,94,Ethiopian
144,58.184278620961,7.566750525518328,0,30.19971845106054,0,1,153.22613038956732,5.031914806662693,-1.0241402311326808,54,Ethiopian
145,27.09536057263733,53.632913651801815,0,19.322753039705745,0,1,31.459054850057456,3.448686854269027,1.7600101697165476,31,Mexican
146,5.9769262543025725,32.20816194724932,1,24.663077886310177,0,0,44.138013327619745,3.7873213913793355,-0.4214725292039347,12,Korean
147,0.3860392776970367,47.20740286416542,0,18.0,1,0,43.91783367976158,3.7823204717535015,-0.15358420647930224,74,Chinese
148,55.44731585883835,44.577064888085516,1,20.680322027299894,1,0,42.573842568046565,3.7512400404609885,-0.10547719775808737,36,Japanese
149,63.02658810065138,1.475008137984224,0,51.46697412277373,1,0,33.0112172190875,3.496847419438141,0.6973483833963826,21,Lebanese
150,34.692906931162206,32.08352139617884,1,29.916795094956637,0,0,50.341807274691696,3.918835890427286,0.06209870752437004,3,Japanese
151,5.121748267712878,66.75336204035756,0,62.00329655192425,1,0,64.64064069987904,4.168843325981154,0.8005710596437949,32,Korean
152,43.51264099377947,22.003730497697305,0,38.73378789275798,1,0,57.710586384812544,4.055440629558666,-1.0209136267016115,31,Mexican
153,60.801519615112774,35.57090573625307,0,38.72804140554769,0,0,110.40060928499238,4.704115652713567,-2.6357053287593817,86,Ethiopian
154,23.426415825573564,87.26821526543618,0,29.01036190833029,0,0,23.226018202261642,3.1452731245252155,0.5938394264617989,54,Ethiopian
155,54.39533235664504,98.58122553621624,0,40.200738538301984,0,1,48.7046095804551,3.885773678185352,-0.23227038146817075,86,Ethiopian
156,36.96918704838099,22.686577006219988,1,19.994175070991044,0,0,40.46807359289616,3.700513356887413,-0.26263117299293764,67,Korean
157,89.88962587238304,57.824978001841096,0,18.0,1,0,108.16849492274673,4.683690149546569,-1.6656099672837947,59,Mexican
158,64.72520880229692,96.61123985300904,0,48.00254807329541,0,1,36.991392741395174,3.610685256971051,-0.0064559112718849685,5,Indian
159,96.88538379282299,5.739276743166233,1,38.425969859441686,1,0,54.55652742224148,3.9992373645566013,1.3581566646624206,6,Mexican
160,12.722493846994531,1.5532791628927956,1,18.0,0,1,77.46385518945259,4.349811442915928,1.0518156174645017,78,Indian
161,51.79832427371379,40.38167314513339,1,21.217821292208885,1,0,40.155529407747316,3.692760149658791,0.1978315407589454,42,Mexican
162,61.418550940781714,36.11924570158851,1,47.38568853411053,0,0,64.42367162861339,4.165481137445195,-0.4492856326087361,42,Mexican
163,80.53295330637984,50.36492342123729,0,34.451235044367344,0,0,54.42900329913119,3.9968971606696155,0.5161893386067903,57,Chinese
164,88.72486842210711,10.124904179704618,0,18.0,0,1,19.895401095342486,2.990488604285998,-1.2642452812129046,21,Lebanese
165,78.47283259019177,95.0089718300384,0,35.396663366271625,1,0,60.17132506239164,4.097195910967371,1.0923783286358844,54,Ethiopian
166,35.18367905068913,40.8832358684824,0,29.81664050747418,0,0,41.95846728620756,3.7366802548868527,1.1501214288331696,91,Korean
167,98.65401904709307,27.918659630558274,1,36.27848927574097,0,1,88.1391964284177,4.478917342381331,0.72555567706675,36,Japanese
168,64.40798950943804,75.5536304296124,0,36.538508863237205,1,0,138.07241311688443,4.927778280264174,1.0466154753324122,90,Indian
169,37.45606125167237,10.036412421364815,0,32.878801088524554,1,0,33.30314749276969,3.5056519118221234,0.652261166793529,64,French
170,65.68387777496892,38.59877667513817,0,35.11366111786713,0,0,51.7816898439455,3.947036608861283,1.1640902210682635,86,Ethiopian
171,32.36943808222097,53.37159439709953,1,27.358721055006864,0,0,31.518297598089273,3.4505682533181705,1.0865374353803956,49,Mexican
172,47.13426207245992,2.6956184350100165,0,28.431654107719606,0,0,49.84463252861927,3.908910818165804,-1.9640404612902627,54,Ethiopian
173,89.27751374875965,9.15028279401946,0,50.65851387825148,0,1,48.90260036785046,3.8898305723236217,0.22131985849833063,66,Indian
174,93.55514787045107,27.681388075423673,1,36.1056105615411,0,0,42.59082305266021,3.751638808769768,-0.03925588838867507,28,Chinese
175,77.48206737756388,87.77119378848163,0,35.66992503005094,0,0,39.326019275282675,3.671886367878187,-0.7942609959013512,89,Korean
176,82.35120294154213,15.419186658020656,0,28.116114067032324,1,0,61.21310385401146,4.114361281860504,0.19175518658045898,45,Indian
177,89.2678093027702,45.6442796974086,0,55.01023067591586,0,0,43.07237480910049,3.7628818359044534,-1.0336452965154659,42,Mexican
178,76.17359727273592,30.111753528065233,1,36.725923634748035,1,0,58.48786140880494,4.068819235421885,0.7479198249364731,74,Chinese
179,81.10686751590126,16.880456107915297,0,19.83819444213651,0,1,189.7208186417141,5.245553615999619,0.1381965204062849,36,Japanese
180,10.013385137287456,4.198360208031893,0,46.07340130520014,0,0,123.66496211910022,4.817575990440831,0.01591588462095712,32,Korean
181,70.0527786272492,37.00561669357607,0,45.83658861876602,0,1,29.056036215657382,3.3692262488270193,-0.15797003176066704,36,Japanese
182,82.59932285603203,57.01271611765581,0,42.04225297247596,0,0,27.76832794222281,3.323896088566915,-1.3997122931066714,74,Chinese
183,34.72686722748443,71.29232109510694,0,30.060976014319582,0,0,55.00128743983214,4.007356592955456,-1.3743509325747472,42,Mexican
184,47.45593305663248,52.820045434071886,1,44.41035725289787,0,1,45.707950651598836,3.822272257639158,0.7191950266086404,42,Mexican
185,5.8494449692023,19.061357644067765,1,50.02752999404019,0,1,119.57850465630975,4.783973098409775,1.5501687963545312,68,Ethiopian
186,89.5843301347591,54.86687129915947,1,38.66522387102225,0,1,42.50295964157909,3.749573712131105,-0.5728617875698924,1,Lebanese
187,90.1032109622923,17.347884186767192,0,28.210542034058612,0,0,35.51130153872265,3.569850999021196,0.18712026920003008,29,Indian
188,3.78011015854548,72.80551796968172,0,59.54089412287836,1,0,30.066692454302196,3.4034179960819917,-0.07909374466571396,50,Ethiopian
189,0.39672141380519,28.547898395016023,0,48.288878210397655,1,0,56.95732409344504,4.042302287303646,0.8090215375939852,76,Japanese
190,21.870174619492012,47.20266155755747,1,40.34354037425823,1,0,87.64782329163349,4.4733267769645595,-1.6556642412864149,71,Lebanese
191,6.176838319476818,44.01193836028903,1,41.8235039149469,1,0,36.32964942696932,3.5926341965022504,1.3377923017566904,24,Lebanese
192,21.44139641986107,41.160540561087835,1,27.50047735601838,1,0,143.76286952680263,4.968165202813119,-0.24093251978405283,6,Mexican
193,36.97598399692489,48.885015695334175,1,46.42830380064819,0,1,51.04034537622907,3.932616405789288,-1.473147522539831,36,Japanese
194,6.723077810719625,0.24997137750220055,1,19.692276462505735,0,0,52.93644945028674,3.969092127120419,-0.08943117622696992,32,Korean
195,45.971721511068,22.777209009880252,1,29.689370157454967,1,0,34.065768610027085,3.5282930270131296,0.8432437892134488,32,Korean
196,93.18377819299431,1.0550982705236134,0,42.82030939116391,1,0,24.386660318866145,3.194036274556523,-0.3639881644746694,21,Lebanese
197,74.88175664410875,24.891346428843043,1,35.08034081900591,1,0,46.6321814218592,3.842290891237036,-0.4100410765232576,45,Indian
198,7.06199363737674,38.33217566362565,0,34.724540788862846,0,0,129.96066324013404,4.867231814205344,0.41808073826383574,50,Ethiopian
199,27.289381241324307,13.054345423701275,0,53.478177605539116,0,0,97.46296629471739,4.57947247297433,1.0669671639536147,32,Korean
200,47.305285873257134,38.89653803803489,0,35.71357917521048,1,0,43.60124699469251,3.7750857507416935,0.37780797362692464,21,Lebanese
201,53.4606438610453,0.5327968064676281,1,49.063052437094115,0,1,48.49275935935771,3.8814144952387086,-1.1902787244950275,54,Ethiopian
202,3.417350982037981,67.49636285572255,1,44.077163570547675,0,1,37.09219656289575,3.613406612257912,1.3513832836743587,78,Indian
203,21.464816693463952,76.94536234866163,0,45.85838041642488,1,0,24.61866677608543,3.2035049672220146,0.6427023105350742,74,Chinese
204,50.54396222202697,0.5571525176584324,0,25.96922346890494,0,0,87.02320270930048,4.466174780905097,0.09673244462083654,71,Lebanese
205,85.44154190056364,54.279869996037,0,33.077002700334546,0,1,119.52322387914698,4.783510694574501,-1.415622289174796,66,Indian
206,79.35025016623997,44.11070961836236,1,36.85603324820556,0,1,140.1482102418331,4.942700507224819,-0.21646975865035656,31,Mexican
207,19.702825651788768,20.423119383974132,0,35.97928481076033,0,1,66.71678064700983,4.200456505192843,-1.2188378451030144,74,Chinese
208,17.680044348238876,32.8986062326456,1,30.143792014811822,0,0,49.17019837307319,3.895287715848762,-0.971868144969963,80,Lebanese
209,23.042874273182946,74.64401886977463,1,42.391915184112335,1,0,100.17873223126101,4.606955912940842,0.7292870863661168,55,Ethiopian
210,63.321243887517,82.77306986898428,1,46.00967135894514,0,1,34.607975237988214,3.5440841537108,-0.5030320272943852,54,Ethiopian
211,31.193346811428935,27.41241938397303,1,48.64009352035316,1,0,67.16315335536221,4.207124783986216,-0.7784251904526718,2,Chinese
212,44.57140311663576,83.18444568526083,0,36.57389051651968,0,1,111.16724905506815,4.711035815550021,-0.8602963991029272,66,Indian
213,88.06236576832471,34.94340010387504,0,18.0,0,0,54.68467851650215,4.001583569945773,-2.2381495500436954,36,Japanese
214,43.869083521349474,10.399364430175318,1,19.280608450179326,0,0,47.95312176328843,3.8702239037626556,-0.7958038292963955,12,Korean
